pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap
_348_/X,47556,31147,0,-1,0,0,1,5.612279846585466e-13,1.5123899910207683e-09,0,_348_,_043_,1.8944260049558181e-10,-1.4045768992332341e-09,1.2772906066160772e-09,1.1890399775893457e-09,-1
_349_/A,40282,69170,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_349_,dpath.a_lt_b$in1\[8\],9.208146051209454e-11,-1.5420140719868414e-09,6.328481072515046e-10,6.074209468742708e-10,1.8069999503330693e-15
_349_/X,41221,69250,0,-1,0,0,1,3.1586701570301967e-13,1.510388925041184e-09,0,_349_,_044_,1.7504589444605756e-10,-1.5420140719868414e-09,8.508964643993977e-10,7.866564621927807e-10,-1
_350_/A,59020,74480,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_350_,dpath.a_lt_b$in1\[7\],3.8017915204857644e-11,-3.095010026044065e-09,5.938252667370136e-10,5.846414463661631e-10,2.227999889073927e-15
_350_/X,60266,74846,0,-1,0,0,1,5.172829937831469e-13,1.5083400084492382e-09,0,_350_,_045_,1.3806233933877365e-10,-3.095010026044065e-09,7.94077359422829e-10,7.670897250733333e-10,-1
_351_/A,55462,14770,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_351_,dpath.a_lt_b$in1\[1\],1.8750855035332137e-10,-2.6416913101456885e-09,6.990639178638958e-10,6.415611375487629e-10,1.8069999503330693e-15
_351_/X,56401,14850,0,-1,0,0,1,3.1586701570301967e-13,1.510388925041184e-09,0,_351_,_046_,1.795157494877131e-10,-2.6416913101456885e-09,9.489938834761347e-10,8.424466679812781e-10,-1
_352_/A,50845,39640,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_352_,_044_,1.7514065198120932e-10,-1.4893993816045281e-09,8.53050408089473e-10,7.886769570752961e-10,2.4309998052128926e-15
_352_/B,50282,39296,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_352_,_045_,1.382043368636232e-10,-1.459018683647173e-09,7.970024640258089e-10,7.698335857675431e-10,2.4850000614244855e-15
_352_/C,49820,39215,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_352_,_046_,1.7953215303290193e-10,-1.5011962783972876e-09,9.508039910954835e-10,8.441481402776674e-10,2.5859998465386147e-15
_352_/D,48970,39765,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_352_,net70,5.773497652183934e-11,-1.6835564053963026e-09,1.0522444027216693e-09,1.0974898767557306e-09,2.5370000493311375e-15
_352_/Y,49526,39768,0,-1,0,0,1,3.663100028926218e-14,1.486293976782349e-09,0,_352_,_047_,3.565497064261791e-10,-1.6835564053963026e-09,1.371330826671624e-09,1.1096229490803466e-09,-1
_353_/A,16240,20080,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_353_,dpath.a_lt_b$in1\[12\],3.8915017042118194e-11,-2.7893956033864242e-09,5.902690558556856e-10,5.808646896809933e-10,2.227999889073927e-15
_353_/X,17486,20446,0,-1,0,0,1,5.172829937831469e-13,1.5083400084492382e-09,0,_353_,_048_,1.3626559602908372e-10,-2.789395825431029e-09,7.895238907096314e-10,7.62918950236724e-10,-1
_354_/A,43485,39640,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_354_,dpath.a_lt_b$in1\[13\],2.522189401776842e-10,-1.3722779579339317e-09,7.466687823587392e-10,6.671786456635687e-10,2.4309998052128926e-15
_354_/B,42922,39296,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_354_,_048_,1.363960888678406e-10,-1.4466912112709451e-09,7.922799638571121e-10,7.655272526996271e-10,2.4850000614244855e-15
_354_/C,42460,39215,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_354_,dpath.a_lt_b$in1\[11\],2.1671604788497945e-10,-1.30659727481941e-09,7.209102204086548e-10,6.52073728346636e-10,2.5859998465386147e-15
_354_/D,41610,39765,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_354_,net72,1.210914424287779e-10,-1.4924240732128169e-09,9.053388594360001e-10,9.072562145995278e-10,2.5370000493311375e-15
_354_/Y,42166,39768,0,-1,0,0,1,3.663100028926218e-14,1.486293976782349e-09,0,_354_,_049_,3.311115548410015e-10,-1.4924240732128169e-09,1.1681930978113542e-09,9.802731959496214e-10,-1
_355_/A,25102,20210,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_355_,dpath.a_lt_b$in1\[10\],3.651682081717844e-11,-2.7971807092797007e-09,5.882002107604478e-10,5.797774482729778e-10,1.8069999503330693e-15
_355_/X,26041,20290,0,-1,0,0,1,3.1586701570301967e-13,1.510388925041184e-09,0,_355_,_050_,1.9749325785856087e-10,-2.7971807092797007e-09,8.013977814691486e-10,7.559267101164835e-10,-1
_356_/A,34745,58280,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_356_,dpath.a_lt_b$in1\[14\],2.0726106941815203e-10,-1.3897254458328234e-09,7.158658665851192e-10,6.520741724358459e-10,2.4309998052128926e-15
_356_/B,34182,58623,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_356_,_050_,1.9753074176342977e-10,-1.4792014280118337e-09,8.036605270156372e-10,7.580382987981693e-10,2.4850000614244855e-15
_356_/C,33720,58704,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_356_,dpath.a_lt_b$in1\[9\],2.1492878310436225e-10,-1.3451932900920838e-09,7.208893482157919e-10,6.516348571850017e-10,2.5859998465386147e-15
_356_/D,32870,58155,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_356_,dpath.a_lt_b$in1\[5\],1.575537478260003e-10,-1.2838541341153586e-09,7.001996205069361e-10,6.560362808549769e-10,2.5370000493311375e-15
_356_/Y,33426,58151,0,-1,0,0,1,3.663100028926218e-14,1.486293976782349e-09,0,_356_,_051_,3.83911735735154e-10,-1.4792014280118337e-09,1.1562538704268377e-09,9.095842967710155e-10,-1
_357_/A,42582,17870,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_357_,dpath.a_lt_b$in1\[15\],3.471297554957786e-11,-2.37177522066645e-09,5.858408202996657e-10,5.779497991298399e-10,1.8069999503330693e-15
_357_/X,43521,17790,0,-1,0,0,1,3.1586701570301967e-13,1.510388925041184e-09,0,_357_,_052_,1.6086150467220506e-10,-2.371775442711055e-09,7.728494511027861e-10,7.415368874497119e-10,-1
_358_/A,72492,17845,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_358_,dpath.a_lt_b$in1\[2\],6.293392890155403e-11,-2.8579723032606807e-09,6.087899628859361e-10,5.918409096139499e-10,4.858999843243084e-15
_358_/X,74408,17803,0,-1,0,0,1,7.855320127009291e-13,1.5036719647198993e-09,0,_358_,_053_,7.682501856898227e-11,-2.8579723032606807e-09,7.399756363213328e-10,7.226696463469295e-10,-1
_359_/A,60045,39640,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_359_,_052_,1.6088458343332945e-10,-1.5552503729310274e-09,7.744520025276813e-10,7.430714932255e-10,2.4309998052128926e-15
_359_/B,59482,39296,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_359_,dpath.a_lt_b$in1\[4\],1.4110985990800629e-10,-1.4442285145577216e-09,6.875667257766338e-10,6.494516591182276e-10,2.4850000614244855e-15
_359_/C,59020,39215,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_359_,dpath.a_lt_b$in1\[3\],2.4519691832480817e-10,-1.4418074512079215e-09,7.391002254664158e-10,6.607914215805977e-10,2.5859998465386147e-15
_359_/D,58170,39765,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_359_,_053_,7.690934694659646e-11,-1.4249952329237203e-09,7.415732472537684e-10,7.241648947164947e-10,2.5370000493311375e-15
_359_/Y,58726,39768,0,-1,0,0,1,3.663100028926218e-14,1.486293976782349e-09,0,_359_,_054_,4.793639929445703e-10,-1.5552503729310274e-09,1.2236456292669118e-09,8.864568523669902e-10,-1
_360_/A,38370,41975,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_360_,_047_,3.565497064261791e-10,-1.683556516418605e-09,1.3715957258852995e-09,1.1098814090004794e-09,4.366999908797476e-15
_360_/B,36697,41975,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_360_,_049_,3.311115548410015e-10,-1.4924240732128169e-09,1.1684248013565934e-09,9.804964617998735e-10,4.484000146285239e-15
_360_/C,35425,41975,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_360_,_051_,3.83911735735154e-10,-1.4792014280118337e-09,1.1565943758284902e-09,9.099083153607523e-10,4.484000146285239e-15
_360_/D,34517,41975,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_360_,_054_,4.793647701006876e-10,-1.5552504839533299e-09,1.2241683222669053e-09,8.869508461017972e-10,4.6589996942868195e-15
_360_/Y,36626,42501,0,-1,0,0,1,2.0050999163974403e-13,1.4964448569187994e-09,0,_360_,_055_,1.1394794136032615e-10,-1.683556516418605e-09,1.2166723184492412e-09,1.5589959323492053e-09,-1
_361_/A1,17730,63585,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_361_,_040_,1.5302491218616154e-10,-1.0186691490332578e-09,1.0381980830587167e-09,9.642397991171947e-10,2.434999918306301e-15
_361_/A2,18272,63720,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_361_,net33,9.754581170584586e-11,-1.4661725999953745e-10,1.0407932848899293e-10,9.016710988962728e-11,2.496999977188237e-15
_361_/B1,17158,63585,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_361_,_043_,1.895312101707347e-10,-1.2383842840080206e-09,1.2792108483594689e-09,1.1908789510073348e-09,2.466999976020621e-15
_361_/B2,16450,63580,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_361_,_055_,1.1394887811100318e-10,-1.6349445131069729e-09,1.2172844954250195e-09,1.559577245124899e-09,2.4850000614244855e-15
_361_/Y,17594,63975,0,-1,0,0,1,8.88159988263193e-14,1.8611699958981376e-09,0,_361_,_056_,1.572134783467405e-10,-1.6349445131069729e-09,1.759237533427438e-09,1.3711237700775314e-09,-1
_362_/A,19980,66800,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_362_,net34,1.4195690456464405e-10,-1.8085047348570527e-11,1.3519900476932634e-10,1.0514279724649356e-10,2.466999976020621e-15
_362_/B,19120,66800,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_362_,_056_,1.572134783467405e-10,-1.6349445131069729e-09,1.759336676343537e-09,1.3712131430310137e-09,2.500999878523409e-15
_362_/Y,19376,66648,0,-1,0,0,1,8.606999932648379e-14,1.4944788739867931e-09,1,_362_,_002_,8.172335724809798e-11,-1.6349445131069729e-09,1.4676114767908643e-09,1.8186688821586472e-09,-1
_363_/A,14745,61365,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_363_,ctrl.state.out\[1\],6.474124708555351e-11,-9.92123161402958e-10,6.124377671667958e-10,5.958881166279184e-10,2.3900000224339954e-15
_363_/Y,15161,61316,0,-1,0,0,1,1.8128399714538446e-13,1.4983499996290561e-09,0,_363_,_057_,5.618351964220558e-11,-9.92123161402958e-10,6.58614329740459e-10,6.627391413438488e-10,-1
_364_/A,20480,61400,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_364_,_039_,1.5450622725676766e-10,-1.1571731350912273e-09,8.101314064035137e-10,7.643008448354749e-10,2.5510000216415933e-15
_364_/B,19608,61147,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_364_,_042_,1.574930186265533e-10,-1.3514200869479964e-09,1.0181836485045892e-09,9.711963455671935e-10,2.529999957296791e-15
_364_/C,19117,61400,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_364_,_057_,5.6183793728514786e-11,-9.921232724252604e-10,6.587168588367831e-10,6.628312898548927e-10,2.494999920641533e-15
_364_/Y,19657,61216,0,-1,0,0,1,5.2195000302098296e-14,1.488546952366221e-09,0,_364_,net53,2.663181064566089e-10,-1.3514200869479964e-09,1.2401886184676414e-09,1.1098423291500126e-09,-1
_365_/A,26820,66960,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_365_,_039_,1.5450514478931865e-10,-1.287121631499133e-09,8.099482196044505e-10,7.641325905360929e-10,2.227999889073927e-15
_365_/X,28066,66593,0,-1,0,0,1,5.172829937831469e-13,1.5083400084492382e-09,0,_365_,_058_,1.683630457272045e-10,-1.287121631499133e-09,1.0756229240627135e-09,9.87739778857133e-10,-1
_366_/A,14285,63755,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_366_,net33,9.754566598907388e-11,-2.945058641401488e-10,1.0405688810610769e-10,9.014642504689974e-11,2.3900000224339954e-15
_366_/Y,14701,63803,0,-1,0,0,1,1.8128399714538446e-13,1.4983499996290561e-09,0,_366_,_059_,3.858137073708967e-11,-2.9450583638457317e-10,1.449943359821404e-10,1.539032234987303e-10,-1
_367_/A1,17303,66975,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_367_,_058_,1.683662098628247e-10,-1.1261228616277208e-09,1.0766846303411626e-09,9.887420882037645e-10,2.440999876188177e-15
_367_/A2,17832,66825,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_367_,_059_,3.858137073708967e-11,-2.9450583638457317e-10,1.451035541721879e-10,1.5400278274846357e-10,2.4959998430357667e-15
_367_/B1,16691,66975,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_367_,net35,9.662246003294683e-11,-1.8601351015057332e-10,1.0348939760707054e-10,8.966877934613038e-11,2.5020000126758793e-15
_367_/B2,16012,66825,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_367_,net53,2.663181064566089e-10,-1.2375666047503842e-09,1.2404020033329743e-09,1.1100379504469515e-09,2.537999971725371e-15
_367_/C1,15445,66820,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_367_,net34,1.4195671027561474e-10,-1.7562576393181928e-10,1.3517476027402608e-10,1.0511808784530174e-10,2.4629998629272128e-15
_367_/X,18646,66898,0,-1,0,0,1,1.5839600139323784e-13,1.4995908959036797e-09,1,_367_,_000_,4.0381371857467485e-11,-1.2375666047503842e-09,1.4165409956135022e-09,1.4204304399356715e-09,-1
_368_/A,11065,69195,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_368_,net35,9.662179389913206e-11,-1.916246605837557e-10,1.0340406308984029e-10,8.959012004483569e-11,2.3900000224339954e-15
_368_/Y,11481,69243,0,-1,0,0,1,1.8128399714538446e-13,1.4983499996290561e-09,0,_368_,_060_,3.4087913047819995e-11,-1.916246605837557e-10,1.4018058935860722e-10,1.4930479075303538e-10,-1
_369_/A1,12210,63845,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_369_,_040_,1.530585658215955e-10,-1.0467698929872427e-09,1.0391900673312193e-09,9.651953680744896e-10,1.8179999437025873e-15
_369_/A2,12707,63916,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_369_,_060_,3.4087913047819995e-11,-1.916246467059679e-10,1.4026928230048696e-10,1.4938637826755752e-10,1.8090000068797735e-15
_369_/B1,13582,64080,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_369_,ctrl.state.out\[1\],6.474124708555351e-11,-5.893781573895751e-10,6.123774265454074e-10,5.958314952536625e-10,1.6949999600911854e-15
_369_/Y,13280,63888,0,-1,0,0,1,5.0363999673204776e-14,1.4843138940179301e-09,0,_369_,_061_,1.4226290978580636e-10,-1.0467698929872427e-09,1.1395273613601375e-09,1.1502013785857912e-09,-1
_370_/A,47635,47275,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_370_,_041_,1.369536983819586e-10,-1.6616382714218503e-09,7.92076626510152e-10,7.642955712761079e-10,9.397999956375913e-15
_370_/Y,48502,47486,0,-1,0,0,1,3.213599904846459e-13,1.4968488670774605e-09,0,_370_,_062_,1.1255663068254762e-10,-1.6616382714218503e-09,9.072469997484234e-10,9.647356247199923e-10,-1
_371_/A,36020,61520,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_371_,_062_,1.1256195975306582e-10,-1.6616383824441527e-09,9.081291829637905e-10,9.65576396616541e-10,2.227999889073927e-15
_371_/X,37266,61153,0,-1,0,0,1,5.172829937831469e-13,1.5083400084492382e-09,0,_371_,_063_,1.5641422879131284e-10,-1.6616382714218503e-09,1.1501042340711365e-09,1.2047207675891514e-09,-1
_372_/A1,17636,61627,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_372_,_057_,5.6183741686810507e-11,-7.151439440633567e-10,6.587069778518639e-10,6.628241289163839e-10,2.470999877355793e-15
_372_/A2,18155,61400,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_372_,_055_,1.1394880178317024e-10,-1.683556516418605e-09,1.21726062562999e-09,1.559556817021246e-09,2.4339999959120673e-15
_372_/B1,16887,61390,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_372_,_063_,1.5642154238548756e-10,-1.2830031481669835e-09,1.151341022520569e-09,1.205871180687268e-09,2.5939998609671947e-15
_372_/X,15865,61200,0,-1,0,0,1,1.7762200944012457e-13,1.5041069501009474e-09,0,_372_,_064_,4.569647438223967e-11,-1.683556516418605e-09,1.3476708637938373e-09,1.780963820863235e-09,-1
_373_/A1,13063,68922,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_373_,_061_,1.4226290978580636e-10,-1.0467697819649402e-09,1.1396263932539341e-09,1.1502956365205819e-09,2.4259999814834872e-15
_373_/A2,13552,69160,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_373_,_064_,4.569647438223967e-11,-1.683556516418605e-09,1.3478071991812612e-09,1.7810919406002768e-09,2.42400013669502e-15
_373_/B1,12175,69000,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_373_,net34,1.4195641884207078e-10,-1.0347389611808921e-11,1.351355416456812e-10,1.0508313663670776e-10,2.4770000469959055e-15
_373_/Y,12481,69202,0,-1,0,0,1,7.416799379517114e-14,1.5047039170212884e-09,1,_373_,_001_,9.974436554482935e-11,-1.683556516418605e-09,1.909178815040491e-09,1.4049392760284718e-09,-1
_374_/A,45820,34165,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_374_,_058_,1.6839088456954698e-10,-1.2179880437557244e-09,1.0777992942578862e-09,9.898037944822136e-10,2.5239997876566785e-15
_374_/X,47096,34132,0,-1,0,0,1,5.612279846585466e-13,1.5123899910207683e-09,0,_374_,_065_,1.285192230415788e-10,-1.217987932733422e-09,1.2920979841624103e-09,1.1940365363116712e-09,-1
_375_/A,70107,31120,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_375_,net65,8.380585114764472e-11,-1.2207772570604902e-09,9.645373388877942e-10,9.63338298021199e-10,2.374999915971069e-15
_375_/B,69262,31110,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_375_,net67,1.1396961846488196e-10,-1.24877452822858e-09,9.693772451413452e-10,9.80185488330676e-10,2.4280000380301914e-15
_375_/Y,69777,31163,0,-1,0,0,1,1.6663600566676345e-13,1.4963760230912726e-09,0,_375_,_066_,4.821853333281112e-11,-1.2487746392508825e-09,1.0523042437426966e-09,1.0361501656674932e-09,-1
_376_/A,41162,36555,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_376_,_052_,1.608779359729695e-10,-2.035648760667641e-09,7.742055885273658e-10,7.428319626079372e-10,2.4610000181387454e-15
_376_/B_N,40232,36385,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_376_,dpath.a_lt_b$in0\[15\],2.03936867393395e-10,-2.0467281203195853e-09,7.11371073158773e-10,6.464347945822624e-10,1.5459999825264575e-15
_376_/Y,41816,36567,0,-1,0,0,1,8.24069951816872e-14,1.4969190331726168e-09,0,_376_,_067_,3.164284945178508e-10,-2.0467278982749804e-09,1.0438965247772103e-09,8.935764905793064e-10,-1
_377_/A,39585,31115,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_377_,_052_,1.6087210730209023e-10,-2.1014145978881515e-09,7.739422991370759e-10,7.425786097137177e-10,2.3900000224339954e-15
_377_/Y,40001,31163,0,-1,0,0,1,1.8128399714538446e-13,1.4983499996290561e-09,0,_377_,_068_,4.9188365186525473e-11,-2.1014145978881515e-09,8.147944541292418e-10,8.390226291510317e-10,-1
_378_/A,13237,28745,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_378_,_048_,1.3634755824387668e-10,-2.789395825431029e-09,7.913029675954419e-10,7.645998278960064e-10,4.676999991448921e-15
_378_/B,13389,28606,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_378_,dpath.a_lt_b$in0\[12\],2.1755754142649408e-10,-2.6862112534331573e-09,7.21716797436045e-10,6.533744101311356e-10,4.652999736404944e-15
_378_/Y,14729,28324,0,-1,0,0,1,6.959000433195972e-14,1.4892979072200774e-09,0,_378_,_069_,2.2521969011979337e-10,-2.789395825431029e-09,1.0128807792497696e-09,9.342265849809905e-10,-1
_379_/A,11185,52715,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_379_,dpath.a_lt_b$in0\[14\],3.9406661961338685e-11,-2.772668317163607e-09,5.918771028845526e-10,5.824061233283828e-10,2.2949999834435053e-15
_379_/X,11905,53022,0,-1,0,0,1,2.8107700086703324e-13,1.5064040015388969e-09,0,_379_,_070_,1.3831646938911035e-10,-2.772668317163607e-09,7.61295804174722e-10,7.312712657636666e-10,-1
_380_/A,9557,47415,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_380_,_070_,1.3836508327980113e-10,-2.772668317163607e-09,7.619186392915367e-10,7.318576300541224e-10,4.676999991448921e-15
_380_/B,9709,47553,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_380_,dpath.a_lt_b$in1\[14\],2.0726005633964206e-10,-2.6885598192194493e-09,7.153966863349126e-10,6.516171491277589e-10,4.652999736404944e-15
_380_/Y,11049,47836,0,-1,0,0,1,6.959000433195972e-14,1.4892979072200774e-09,0,_380_,_071_,2.3797885884135894e-10,-2.772668317163607e-09,9.904901343560368e-10,9.054045846390579e-10,-1
_381_/A,8177,31095,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_381_,dpath.a_lt_b$in0\[13\],1.7566093024612428e-10,-2.7456490414579093e-09,6.920538031529588e-10,6.372489202988163e-10,4.676999991448921e-15
_381_/B,8329,31233,0,-1,0,0,0,0.0,1.4999999020659516e-09,0,_381_,dpath.a_lt_b$in1\[13\],2.522180519992645e-10,-2.7718252137987065e-09,7.464284190739079e-10,6.669416685589624e-10,4.652999736404944e-15
_381_/Y,9669,31516,0,-1,0,0,1,6.959000433195972e-14,1.4892979072200774e-09,0,_381_,_072_,3.169434992233988e-10,-2.7718254358433114e-09,9.78047198785248e-10,9.111074117384987e-10,-1
